record_type,vehicle_year,vehicle_type,gearbox_family,part_type,part_manufacturer,is_205,installed_parts,defective_parts,defect_frequency,market_share,unique_gearboxes,gearboxes_total,gearboxes_with_205,gearbox_penetration,every_xth_gearbox
part_summary,2014,12,K3SG1,T23,208,False,12295,1271,0.10337535583570558,0.3003835723534729,12295,,,,
part_summary,2015,11,K3AG1,T21,205,True,14992,1511,0.1007870864461046,0.30099582396402186,14992,,,,
part_summary,2015,11,K3AG1,T21,207,False,10016,1069,0.10672923322683706,0.2010921940250562,10016,,,,
part_summary,2015,11,K3AG1,T21,208,False,24800,2428,0.09790322580645161,0.49791198201092196,24800,,,,
part_summary,2015,11,K3AG1,T24,206,False,14989,1577,0.10521048769097338,0.3009355926758754,14989,,,,
part_summary,2015,11,K3AG1,T24,207,False,19917,2007,0.10076818798011748,0.3998755220044973,19917,,,,
part_summary,2015,11,K3AG1,T24,208,False,14902,1501,0.10072473493490806,0.2991888853196274,14902,,,,
part_summary,2015,11,K3AG1,T25,206,False,29826,2962,0.09930932743244149,0.5988194667523289,29826,,,,
part_summary,2015,11,K3AG1,T25,207,False,19982,1968,0.09848863977579822,0.40118053324767106,19982,,,,
part_summary,2015,11,K3SG1,T21,205,True,59372,5983,0.10077140739742639,0.29976774714732907,59372,,,,
part_summary,2015,11,K3SG1,T21,207,False,39566,4056,0.10251225799929232,0.1997677471473291,39566,,,,
part_summary,2015,11,K3SG1,T21,208,False,99122,9849,0.09936240188858175,0.5004645057053418,99122,,,,
part_summary,2015,11,K3SG1,T22,205,True,99246,9775,0.09849263446385749,0.5010905786125417,99246,,,,
part_summary,2015,11,K3SG1,T22,206,False,78900,7788,0.09870722433460076,0.39836413208118754,78900,,,,
part_summary,2015,11,K3SG1,T22,208,False,19914,2005,0.10068293662749825,0.10054528930627082,19914,,,,
part_summary,2015,11,K3SG1,T23,205,True,138675,13986,0.10085451595457004,0.7001666161769161,138675,,,,
part_summary,2015,11,K3SG1,T23,208,False,59385,5961,0.10037888355645365,0.2998333838230839,59385,,,,
part_summary,2015,12,K3AG1,T21,205,True,3087,308,0.09977324263038549,0.3008478705779164,3087,,,,
part_summary,2015,12,K3AG1,T21,207,False,2094,210,0.10028653295128939,0.20407367702952928,2094,,,,
part_summary,2015,12,K3AG1,T21,208,False,5080,527,0.10374015748031495,0.4950784523925543,5080,,,,
part_summary,2015,12,K3AG1,T24,206,False,2954,292,0.0988490182802979,0.287886170938505,2954,,,,
part_summary,2015,12,K3AG1,T24,207,False,4193,409,0.09754352492248987,0.40863463600038985,4193,,,,
part_summary,2015,12,K3AG1,T24,208,False,3114,308,0.09890815671162492,0.30347919306110516,3114,,,,
part_summary,2015,12,K3AG1,T25,206,False,6093,597,0.09798129000492369,0.5938017737062664,6093,,,,
part_summary,2015,12,K3AG1,T25,207,False,4168,398,0.095489443378119,0.40619822629373353,4168,,,,
part_summary,2015,12,K3SG1,T21,205,True,12271,1197,0.0975470621791215,0.29839023441299484,12271,,,,
part_summary,2015,12,K3SG1,T21,207,False,8283,833,0.10056742726065435,0.20141523198132477,8283,,,,
part_summary,2015,12,K3SG1,T21,208,False,20570,2081,0.10116674769081187,0.5001945336056803,20570,,,,
part_summary,2015,12,K3SG1,T22,205,True,20532,2059,0.10028248587570622,0.4992704989786986,20532,,,,
part_summary,2015,12,K3SG1,T22,206,False,16507,1636,0.09910946871024413,0.40139577862075676,16507,,,,
part_summary,2015,12,K3SG1,T22,208,False,4085,384,0.09400244798041615,0.0993337224005447,4085,,,,
part_summary,2015,12,K3SG1,T23,205,True,28802,2932,0.10179848621623498,0.7003696138507928,28802,,,,
part_summary,2015,12,K3SG1,T23,208,False,12322,1258,0.10209381593897095,0.2996303861492073,12322,,,,
part_summary,2016,11,K3AG1,T21,205,True,12847,1318,0.10259204483537013,0.29511623633189377,12847,,,,
part_summary,2016,11,K3AG1,T21,207,False,8711,816,0.09367466421765584,0.20010566939263072,8711,,,,
part_summary,2016,11,K3AG1,T21,208,False,21974,2201,0.1001638299808865,0.5047780942754755,21974,,,,
part_summary,2016,11,K3AG1,T24,206,False,12986,1308,0.10072385646080394,0.29830928971790865,12986,,,,
part_summary,2016,11,K3AG1,T24,207,False,17505,1750,0.09997143673236218,0.4021179821740329,17505,,,,
part_summary,2016,11,K3AG1,T24,208,False,13041,1308,0.10029905682079596,0.29957272810805846,13041,,,,
part_summary,2016,11,K3AG1,T25,206,False,27013,2651,0.09813793358753192,0.6205320224202885,27013,,,,
part_summary,2016,11,K3AG1,T25,207,False,16519,1599,0.09679762697499848,0.37946797757971146,16519,,,,
part_summary,2016,11,K3SG1,T21,205,True,52526,5307,0.10103567756920383,0.29854326166157974,52526,,,,
part_summary,2016,11,K3SG1,T21,207,False,35043,3564,0.10170362126530264,0.1991747233447576,35043,,,,
part_summary,2016,11,K3SG1,T21,208,False,88372,9044,0.10234010772642918,0.5022820149936627,88372,,,,
part_summary,2016,11,K3SG1,T22,205,True,88755,8903,0.10030984169905921,0.5044588811021876,88755,,,,
part_summary,2016,11,K3SG1,T22,206,False,69665,6972,0.10007894925715927,0.395956599087194,69665,,,,
part_summary,2016,11,K3SG1,T22,208,False,17521,1692,0.09656983048912733,0.09958451981061833,17521,,,,
part_summary,2016,11,K3SG1,T23,205,True,122660,12233,0.09973096363932822,0.6971655270801007,122660,,,,
part_summary,2016,11,K3SG1,T23,208,False,53281,5271,0.09892832341735328,0.3028344729198993,53281,,,,
part_summary,2016,12,K3AG1,T21,205,True,2731,280,0.10252654705236178,0.2991237677984666,2731,,,,
part_summary,2016,12,K3AG1,T21,207,False,1824,172,0.09429824561403509,0.19978094194961665,1824,,,,
part_summary,2016,12,K3AG1,T21,208,False,4575,454,0.09923497267759562,0.5010952902519168,4575,,,,
part_summary,2016,12,K3AG1,T24,206,False,2785,300,0.10771992818671454,0.30503833515881706,2785,,,,
part_summary,2016,12,K3AG1,T24,207,False,3616,377,0.10425884955752213,0.3960569550930997,3616,,,,
part_summary,2016,12,K3AG1,T24,208,False,2729,284,0.10406742396482228,0.29890470974808325,2729,,,,
part_summary,2016,12,K3AG1,T25,206,False,5635,597,0.1059449866903283,0.617196056955093,5635,,,,
part_summary,2016,12,K3AG1,T25,207,False,3495,367,0.1050071530758226,0.3828039430449069,3495,,,,
part_summary,2016,12,K3SG1,T21,205,True,10743,1135,0.10565019082193056,0.29467591957648737,10743,,,,
part_summary,2016,12,K3SG1,T21,207,False,7132,674,0.09450364554122266,0.1956277258139726,7132,,,,
part_summary,2016,12,K3SG1,T21,208,False,18582,1920,0.10332579916047788,0.50969635460954,18582,,,,
part_summary,2016,12,K3SG1,T22,205,True,18456,1871,0.10137624620719549,0.5062402282140605,18456,,,,
part_summary,2016,12,K3SG1,T22,206,False,14402,1464,0.1016525482571865,0.39504073291823244,14402,,,,
part_summary,2016,12,K3SG1,T22,208,False,3599,371,0.10308419005279244,0.09871903886770717,3599,,,,
part_summary,2016,12,K3SG1,T23,205,True,25521,2514,0.09850711179029036,0.700030172532024,25521,,,,
part_summary,2016,12,K3SG1,T23,208,False,10936,1118,0.10223116313094367,0.29996982746797596,10936,,,,
